intent,pattern,response_type,is_master,response
imigrasi_info,"jam buka imigrasi tegal|jadwal kantor imigrasi|kapan imigrasi buka|jam kerja imigrasi tegal|layanan imigrasi sampai jam berapa|imigrasi tegal tutup jam berapa|buat paspor tegal hari apa|jadwal wawancara paspor tegal|pengambilan paspor imigrasi tegal|info operasional imigrasi",static,false," Kantor Imigrasi Tegal melayani pukul 08.00 - 14.00 WIB dengan pembagian: Senin, Selasa, Kamis, & Jumat untuk Konsultasi/Pemberkasan; serta Rabu khusus Wawancara & Pengambilan Paspor. 🛂✈️ Sabtu, Minggu, dan libur nasional tutup. ✨"
disdukcapil_info,"jam buka disdukcapil tegal|jadwal capil slawi|kapan disdukcapil buka|jam kerja disdukcapil tegal|layanan capil sampai jam berapa|disdukcapil tegal tutup jam berapa|kantor capil buka hari ini ga|buat ktp tegal jam berapa|urus kartu keluarga tegal|info operasional disdukcapil",static,false," Layanan Dinas Dukcapil Kab. Tegal tersedia setiap hari Senin - Jumat pukul 08.00 - 14.00 WIB. 📇🏠 Untuk urusan KTP, KK, dan akta, pastikan datang sebelum jam tutup ya. Sabtu, Minggu, dan hari libur nasional kantor tutup. ✨"
kemenag_info,"jam buka kemenag tegal|jadwal kantor agama slawi|kapan kemenag buka|jam kerja kemenag tegal|layanan kemenag sampai jam berapa|kemenag tegal tutup jam berapa|kantor kemenag buka hari ini ga|urus nikah kemenag tegal|info haji kemenag tegal|pendaftaran umroh kemenag",static,false," Kantor Kementerian Agama (Kemenag) Tegal melayani Anda setiap hari Senin - Jumat pukul 08.00 - 14.00 WIB. 🕋🕌 Kami siap melayani urusan keagamaan, haji, dan lainnya. Hari Sabtu, Minggu, dan libur nasional kantor tutup. ✨"
dinsos_info,"jam buka dinsos tegal|jadwal dinas sosial slawi|kapan dinsos buka|jam kerja dinsos tegal|layanan sosial sampai jam berapa|dinsos tegal tutup jam berapa|kantor dinsos buka hari ini ga|urus bantuan sosial tegal|cek data dtks tegal|syarat kartu indonesia pintar tegal",static,false," Layanan Dinas Sosial (Dinsos) Kab. Tegal buka setiap hari Senin - Jumat pukul 08.00 - 14.00 WIB. 🤝🏢 Kami melayani pengurusan bantuan sosial, verifikasi data DTKS, dan layanan sosial lainnya. Sabtu, Minggu, dan hari libur nasional kantor tutup. ✨"
bank_tegal_info,"jam buka bank tegal|jadwal bank daerah slawi|kapan bank buka|jam kerja bank tegal|layanan teller sampai jam berapa|bank tegal tutup jam berapa|bank jateng tegal buka hari ini ga|bpr tegal buka jam berapa|setor tunai bank tegal|jam layanan customer service bank",static,false," Jam layanan operasional perbankan di wilayah Tegal umumnya melayani nasabah setiap hari Senin - Jumat pukul 08.00 - 14.00 WIB. 💰🏦 Untuk transaksi melalui ATM atau Mobile Banking tetap tersedia 24 jam. Hari Sabtu dan Minggu kantor cabang biasanya tutup (kecuali layanan weekend banking di lokasi tertentu). ✨"
bpjs_kerja_info,"jam buka bpjs ketenagakerjaan tegal|jadwal bpjs tenaga kerja slawi|kapan bpjs kerja buka|jam kerja bpjs tk tegal|layanan jamsostek sampai jam berapa|bpjs ketenagakerjaan tegal tutup jam berapa|kantor bpjs tk buka hari ini ga|klaim jht tegal jam berapa|daftar bpjs ketenagakerjaan tegal|info operasional bpjs ketenagakerjaan",static,false," Kantor BPJS Ketenagakerjaan Tegal melayani Anda setiap hari Senin - Jumat pukul 08.00 - 14.00 WIB. 👷‍♂️🏢 Layanan mencakup klaim JHT, pendaftaran kepesertaan, dan informasi jaminan kecelakaan kerja. Sabtu, Minggu, dan libur nasional kantor tutup. ✨"
bpjs_sehat_info,"jam buka bpjs kesehatan tegal|jadwal kantor bpjs kesehatan slawi|kapan bpjs kesehatan buka|jam kerja bpjs kesehatan tegal|layanan bpjs kesehatan sampai jam berapa|bpjs kesehatan tegal tutup jam berapa|kantor bpjs kesehatan buka hari ini ga|pindah faskes bpjs tegal|cek tunggakan bpjs kesehatan tegal|jam operasional pandawa bpjs",static,false," Kantor BPJS Kesehatan Tegal melayani tatap muka setiap hari Senin - Jumat pukul 08.00 - 12.00 WIB. 🏥🩺 Mohon perhatikan jam tutup yang lebih awal dibanding instansi lain. Untuk layanan setelah jam tersebut, Anda bisa menggunakan aplikasi Mobile JKN atau layanan PANDAWA. Sabtu, Minggu, dan libur nasional kantor tutup. ✨"
jaksa_info,"jam buka kejaksaan tegal|jadwal kejari slawi|kapan kejaksaan buka|jam kerja kejaksaan tegal|layanan tilang sampai jam berapa|kejaksaan tegal tutup jam berapa|kantor kejari buka hari ini ga|ambil barang bukti tegal|info operasional kejaksaan negeri tegal|loket tilang tegal buka jam",static,false," Layanan Kejaksaan Negeri (Kejari) Kabupaten Tegal di Slawi buka setiap Senin - Jumat pukul 08.00 - 14.00 WIB. ⚖️🏢 Jam ini berlaku untuk layanan loket tilang, pengambilan barang bukti, maupun konsultasi hukum. Sabtu, Minggu, dan hari libur nasional kantor tutup. ✨"
mpp_info,"jam buka mpp tegal|jadwal mpp datya dahayu slawi|kapan mpp buka|jam kerja mpp tegal|mpp datya dahayu tutup jam berapa|layanan terpadu mpp tegal|mpp tegal hari jumat buka jam berapa|jadwal operasional mpp kabupaten tegal|istirahat mpp tegal jam berapa|mpp tegal buka sabtu ga",static,false," Mal Pelayanan Publik (MPP) Datya Dahayu Tegal memiliki jadwal operasional: 🏢✨ * **Senin - Kamis:** 08.00 - 14.00 WIB * **Jumat:** 08.00 - 11.00 WIB & 13.00 - 14.00 WIB (Istirahat Shalat Jumat). MPP adalah pusat layanan terpadu dari berbagai instansi. Sabtu, Minggu, dan libur nasional tutup. ✨"
nib_info,"cara buat nib tegal|daftar nib online slawi|syarat nib umkm tegal|bikin nib di kabupaten tegal gimana|link oss nib tegal|prosedur nib gratis tegal|dokumen nib usaha kecil|tempat urus nib di tegal|cara dapat nomor induk berusaha tegal|nib oss rba kabupaten tegal",static,false," Untuk membuat Nomor Induk Berusaha (NIB) di Kabupaten Tegal, Anda dapat mendaftar secara mandiri melalui sistem **OSS RBA** di situs **oss.go.id**. 📱💻 **Syarat utama:** NIK KTP, Email aktif, dan Data usaha. NIB ini gratis dan berlaku sebagai identitas tunggal pelaku usaha (TDP, IUI, dll). Jika butuh pendampingan, Anda bisa mengunjungi loket DPMPTSP di MPP Datya Dahayu.  ✨"
ak1_info,"cara buat kartu kuning tegal|daftar ak1 online slawi|syarat kartu pencari kerja tegal|bikin kartu kuning dimana|link pendaftaran ak1 tegal|cetak kartu kuning mandiri|prosedur kartu ak1 disperinaker|daftar bursa kerja jateng|dokumen kartu kerja tegal|cara dapat kartu kuning online",static,false," Pembuatan Kartu Kuning (AK1) di Kabupaten Tegal kini dilakukan secara online. 👷‍♂️💻 **Langkah-langkah:** |Registrasi di: *bursakerja.jatengprov.go.id/home/register_pencari_kerja* |Isi formulir di: *bit.ly/Cetak_AK1* |Tunggu konfirmasi admin via WhatsApp/Email. |File PDF akan dikirimkan untuk Anda cetak mandiri. ✨"
itr_info,"apa itu itr tegal|syarat izin tata ruang slawi|cara daftar itr sicantik|lokasi urus itr tegal|biaya izin informasi tata ruang|prosedur itr mpp tegal|dokumen permohonan itr|apa fungsi itr|cek tata ruang kabupaten tegal|syarat pbg itr",static,false," ITR (Informasi Tata Ruang) adalah dokumen informasi geografis untuk perencanaan penggunaan lahan. 🗺️🏗️ **Cara Urus:** * **Online:** via *www.sicantik.go.id* * **Offline:** Loket DPUPR di MPP Datya Dahayu (Senin-Jumat, 09.00-14.00 WIB). **Syarat Utama:** KTP, Bukti Legalitas Lahan (Sertifikat/PDF), Gambar Bidang, dan Surat Permohonan. Layanan ini penting sebagai syarat PBG (IMB) atau PTP. ✨"
sls_info,"apa itu sls tegal|syarat sertifikat laik sehat|cara urus sls rumah makan|sls dinas kesehatan tegal|pentingnya laik sehat usaha|sertifikat sanitasi lingkungan tegal|siapa yang butuh sls|pengertian sertifikat laik sehat|standar kesehatan tempat usaha|izin sanitasi makanan tegal",static,false," Sertifikat Laik Sehat (SLS) adalah bukti resmi bahwa tempat usaha Anda (seperti resto, hotel, atau depot air) telah memenuhi standar sanitasi dan kesehatan lingkungan. 🏥✨ Dokumen ini memastikan kebersihan bangunan, fasilitas air bersih, dan pengelolaan limbah Anda sudah aman. Pengurusan dapat dikonsultasikan melalui Dinas Kesehatan di MPP. ✨"
sls_info,"tempat yang butuh sls|syarat buat sls tegal|dokumen sertifikat laik sehat|cara urus sls rumah makan|biaya sls depot air minum|uji lab air sls|rekomendasi phri sls|sls hotel tegal|masa berlaku sls|daftar sls online",static,false," Sertifikat Laik Sehat (SLS) wajib dimiliki oleh usaha seperti: * 🍽️ Rumah Makan, Resto, Cafe * 🚰 Depot Air Minum (DAM) * 🏨 Hotel & Penginapan * 🎡 Tempat Hiburan & Apotek **Syarat Utama:** |Surat permohonan & Pakta Integritas (Bermaterai) |Denah bangunan & Lokasi usaha |Surat keterangan Puskesmas & Domisili Desa |Hasil uji lab kualitas air bersih |Pas foto 4x6 (Latar Merah) |*Khusus DAM:* Hasil sampel kimia & bakteri. |*Khusus Hotel/Resto:* Rekomendasi PHRI. ✨"
nib_info,"manfaat nib tegal|fungsi nomor induk berusaha|keuntungan punya nib|nib buat apa saja|legalitas usaha nib|akses perbankan nib|nib untuk tender|identitas resmi usaha tegal|apa pentingnya nib umkm|keuntungan nib bagi pengusaha",static,false," Memiliki NIB (Nomor Induk Berusaha) memberikan banyak keuntungan bagi usaha Anda di Kabupaten Tegal: * ✅ **Legalitas Terjamin:** Usaha Anda diakui resmi oleh negara. * ✅ **Akses Perizinan:** Memudahkan pengurusan izin lanjutan (Sertifikat Halal, BPOM, dll). * ✅ **Bantuan & Hibah:** Menjadi syarat utama mendapatkan bantuan pemerintah atau KUR bank. * ✅ **Peluang Tender:** Bisa ikut serta dalam pengadaan barang/jasa pemerintah. NIB berlaku sebagai identitas tunggal pengganti TDP, API, dan akses kepabeanan. ✨"
lkpm_info,"apa itu lkpm|cara lapor lkpm oss|jadwal pelaporan lkpm|tutorial isi lkpm online|lkpm triwulan berapa|siapa wajib lapor lkpm|kendala input lkpm|manfaat lapor lkpm|sanksi tidak lapor lkpm|panduan lkpm umkm tegal",static,false," **LKPM** (Laporan Kegiatan Penanaman Modal) adalah laporan wajib bagi pelaku usaha mengenai perkembangan investasi dan kendala yang dihadapi. **Cara Lapor via OSS:** |Login ke *oss.go.id* |Pilih menu **Pelaporan** -> **Pelaporan LKPM**. |Klik **Buat Laporan** untuk setiap lokasi usaha. |Isi data sesuai tahap usaha (Konstruksi atau Produksi/Komersial).  Pelaporan dilakukan berkala (Triwulan/Semester) tergantung skala usaha Anda. ✨"
akta_lahir_info,"syarat akta kelahiran tegal|cara buat akta lahir online|akta kelahiran anak baru lahir|biaya buat akta lahir|lama proses akta kelahiran|sipandu tegal akta lahir|cetak akta kelahiran mandiri|formulir f2.01 akta lahir|syarat akta lahir hilang|akta kelahiran gratis tegal",static,false," Mengurus Akta Kelahiran di Kabupaten Tegal kini **GRATIS** dan bisa online via **Sipandu**. **Persyaratan:** * Surat Ket. Lahir (Desa/RS) * Buku Nikah Orang Tua * KK & KTP Orang Tua * Formulir F-2.01 (Unduh di *sipandu.tegalkab.go.id*) **Prosedur:** Daftar via Sipandu -> Upload Berkas -> Verifikasi -> Selesai. ⏱️ **Waktu:** 1 Hari Kerja (jika sistem lancar). Akta & KK baru bisa dicetak mandiri! ✨"
#perbaiki akta kelahiran
akta_mati_info,"cara buat akta kematian tegal|syarat akte kematian|biaya akta kematian|sipandu tegal akta kematian|dokumen urus orang meninggal|akta kematian berapa hari jadi|fungsi akta kematian|formulir akta kematian tegal|ktp jenazah akta kematian|akta kematian online tegal",static,false," Akta Kematian penting untuk urusan waris, asuransi, dan update data KK. Layanan ini **GRATIS**. **Persyaratan:** * Surat Ket. Kematian (Desa/RS) * KK & KTP Asli Jenazah * Formulir F-2.01 via Sipandu * Putusan Pengadilan (jika jenazah tidak ditemukan) **Prosedur:** Ajukan via *sipandu.tegalkab.go.id*. Setelah disetujui dalam 1 hari kerja, Anda dapat mencetak Akta Kematian dan KK terbaru secara mandiri. ✨"
akta_general,"akta|urus akta|buat akta|layanan akta",disambiguation,true,"Mohon pilih jenis layanan akta yang Anda perlukan: | akta kelahiran | akta kematian"
kk_info,"cara buat kk baru tegal|syarat kartu keluarga slawi|daftar kk online sipandu|kk tambah anak tegal|syarat kk pindah datang|kk hilang ganti baru|cetak kk mandiri tegal|biaya urus kk dukcapil|formulir f-1.01 f-1.02 kk|update kartu keluarga nikah",static,false," Mengurus Kartu Keluarga (KK) di Kabupaten Tegal kini GRATIS dan bisa dilakukan online melalui Sipandu. 👨‍👩‍👧‍👦✨|Syarat Utama:|Formulir F-1.01 & F-1.02 (Unduh di sipandu.tegalkab.go.id)|Buku Nikah/Akta Perkawinan|KK Lama (untuk update/tambah anggota)|Surat Ket. Lahir (untuk tambah anak)|Prosedur:|Ajukan di portal Sipandu|Upload scan berkas ASLI|Verifikasi 1 hari kerja|Setelah disetujui, Anda bisa Cetak Mandiri dari rumah. ✨"
surat_pindah_luar,"cara urus surat pindah keluar kabupaten tegal|syarat skpwni slawi|pindah domisili antar kabupaten tegal|formulir f-1.03 pindah keluar|sipandu tegal pindah keluar|proses skpwni berapa lama|cetak surat pindah mandiri|biaya surat pindah luar kota|pindah kependudukan keluar tegal|dokumen pindah antar provinsi",static,false," Untuk mengurus surat pindah keluar Kabupaten Tegal (SKPWNI), layanannya GRATIS dan bisa diakses via Sipandu. 🚗✨|Syarat Dokumen:|Formulir F-1.03 (Unduh di sipandu.tegalkab.go.id)|Kartu Keluarga (KK) Asli|Prosedur:|Isi Formulir F-1.03|Pilih menu 'Pindah Keluar' di Sipandu|Upload scan berkas ASLI|Verifikasi admin (1 hari kerja)|Setelah disetujui, cetak SKPWNI secara mandiri untuk dibawa ke daerah tujuan. ✨"
surat_pindah_masuk,"cara pindah masuk ke kabupaten tegal|syarat pendatang baru tegal|pindah domisili ke tegal sipandu|formulir f-1.02 pindah masuk|surat keterangan pindah datang tegal|syarat update kk pendatang|dokumen pindah masuk wni|cara daftar penduduk baru tegal|skpwni dari daerah asal|pindah ke tegal karena nikah",static,false," Selamat datang di Kabupaten Tegal! Untuk mengurus kepindahan masuk, pastikan Anda sudah membawa SKPWNI dari daerah asal. 🏠✨|Syarat Dokumen:|SKPWNI (dari daerah asal)|Formulir F-1.02 & F-1.06 (jika ada perubahan data)|Kartu Keluarga|Buku Nikah (jika sudah menikah)|Prosedur:|Ajukan melalui portal Sipandu menu 'Pindah Masuk'|Upload scan berkas ASLI|Verifikasi admin (1 hari kerja)|Setelah selesai, Anda akan mendapatkan KK baru yang bisa dicetak mandiri. ✨"
surat_pindah_dalam,"pindah alamat dalam kabupaten tegal|surat pindah antar kecamatan tegal|pindah desa dalam satu kabupaten|syarat pindah domisili slawi|formulir f-1.03 pindah dalam kabupaten|cara urus pindah alamat kk tegal|pindah alamat karena nikah tegal|prosedur pindah dalam kabupaten sipandu|skpwni lokal tegal|update kk pindah alamat",static,false," Mengurus pindah alamat antar kecamatan atau desa dalam lingkup Kabupaten Tegal kini sangat mudah dan GRATIS. 📍✨|Syarat Dokumen:|Formulir F-1.03 (Pindah Dalam Kabupaten)|Kartu Keluarga (KK) Asli|Prosedur:|Akses sipandu.tegalkab.go.id dan pilih 'Pindah Dalam Kabupaten'|Upload scan berkas ASLI|Verifikasi admin (1 hari kerja)|Setelah disetujui, cetak SKPWNI mandiri dan laporkan ke kecamatan tujuan untuk update data KK Anda. ✨"
pindah_general,"pindah|surat pindah|domisili|pindah alamat",disambiguation,true,"Untuk pengurusan Surat Pindah, kategori mana yang Anda butuhkan? |surat pindah dalam kabupaten|surat pindah luar kabupaten|surat pindah masuk ke kabupaten"
loakk_info,"apa itu loakk tegal|cara buat loakk anak baru lahir|syarat paket loakk sipandu|kepanjangan loakk|bikin akta kk kia sekaligus|proses loakk berapa lama|loakk gratis atau bayar|formulir f-2.01 loakk|daftar loakk online|manfaat layanan loakk",static,false," LOAKK (Lahir Olih Akta Kelahiran, KK, dan KIA) adalah layanan paket 3-in-1 untuk bayi baru lahir di Kabupaten Tegal. 👶✨|Syarat Dokumen:|Surat Ket. Kelahiran (RS/Bidan)|Formulir F-2.01 (Unduh di sipandu.tegalkab.go.id)|Buku Nikah & KK Asli|Prosedur:|Isi Formulir F-2.01 di portal Sipandu|Upload scan berkas ASLI|Verifikasi 1 hari kerja|Setelah disetujui, Akta & KK bisa dicetak mandiri, sedangkan kartu KIA diambil di Dinas. GRATIS! ✨"
sicantik_info,"apa itu sicantik tegal|syarat urus dokumen cerai|update kk setelah cerai|cara daftar sicantik sipandu|kepanjangan sicantik dukcapil|proses akta cerai ke kk|formulir f-1.02 sicantik|berkas dokumen cerai tegal|alur sicantik pengadilan agama|layanan cerai anti ribet",static,false," SI CANTIK adalah inovasi layanan Sistem Informasi Cerai Anti Ribet, Tercatat, dan Terintegrasi KK. 📑⚖️|Syarat Dokumen:|Formulir F-1.02 & F-1.06 (Bermaterai)|Kartu Keluarga Asli|Akta Cerai dari Pengadilan Agama|Prosedur:|Layanan diajukan oleh petugas Pengadilan Agama yang ditunjuk|Pemohon menandatangani formulir & surat pernyataan|Petugas mengupload berkas ke sistem Sipandu|Setelah verifikasi disetujui, KK baru dengan status cerai akan diterbitkan. ✨"
ktp_info,"cara buat ktp tegal|syarat ktp baru 17 tahun|ktp hilang ganti baru|biaya cetak ktp el|lama proses pembuatan ktp|formulir f-1.21 ktp|syarat ktp rusak|foto copy akta kelahiran ktp|syarat rekam ktp tegal|ktp baru lewat sipandu",static,false," Untuk pengurusan KTP-el di Kabupaten Tegal, berikut informasinya: 🪪✨|Syarat Utama:|Usia minimal 17 tahun/sudah nikah|Formulir F-1.21|Fotokopi KK & Akta Kelahiran/Ijazah|Surat Nikah (jika usia di bawah 17)|Prosedur:|Lakukan perekaman di Kecamatan atau Disdukcapil|Untuk ganti rusak/hilang, bisa ajukan via Sipandu dengan upload surat kehilangan/foto KTP rusak|Waktu penyelesaian tergantung ketersediaan blangko & antrian sistem. GRATIS! ✨"
out_of_topic,cuaca hari ini,static,false,"Maaf, saya hanya chatbot untuk menjawab seputar pemerintahan. mohon hubungi 123 untuk saran, kritik, dan pertanyaan 😄"
kabar,apa kabar,static,false,"Halo! Apa kabar? 😊 Saya baik-baik saja, terima kasih! Sebagai asisten AI, saya selalu siap membantu Anda. Ada yang bisa saya bantu hari ini?"
bot_info,siapa kamu|siapa kamu sih|kamu siapa|perkenalkan dirimu|kenalan dong|namamu siapa?|nama,static,false,"Saya adalah Firaa, saya hadir untuk menjawab berbagai kebutuhan masyarakat tentang layanan pemerintah 😄"
out_of_topic,cuaca dong,static,false,"Maaf, saya hanya chatbot untuk menjawab seputar pemerintahan. mohon hubungi 123 untuk saran, kritik, dan pertanyaan 😄"
out_of_topic,bjirr,static,false,"Maaf, saya hanya chatbot untuk menjawab seputar pemerintahan. mohon hubungi 123 untuk saran, kritik, dan pertanyaan 😄"
miss_info,kominfo tegallll,static,false,"maaf, bisa tuliskan pertanyaan dengan bahasa yang lebih sederhana?😅🥲"
out_of_topic,cuaca hari ini,static,false,"Maaf, saya hanya chatbot untuk menjawab seputar pemerintahan. mohon hubungi 123 untuk saran, kritik, dan pertanyaan 😄"
